Mov_id,Loc_id
2945,1
2958,1
2981,1
3000,1
3002,1
3013,1
3046,1
3054,1
3057,1
3077,1
3085,1
3092,1
3097,1
3151,1
3158,1
3159,1
3165,1
3172,1
3188,1
3213,1
3218,1
3224,1
3231,1
3235,1
3287,1
3289,1
3292,1
3293,1
3302,1
3305,1
3306,1
3313,1
3315,1
3318,1
3322,1
3331,1
3335,1
3353,1
3376,1
3377,1
3380,1
3400,1
3402,1
3407,1
3415,1
3429,1
3455,1
3456,1
3458,1
3483,1
3506,1
3514,1
3522,1
3533,1
3539,1
3550,1
3556,1
3572,1
3573,1
3574,1
3580,1
3586,1
3591,1
3592,1
3601,1
3603,1
3625,1
3637,1
3656,1
3680,1
3687,1
3691,1
3725,1
3751,1
3759,1
3775,1
3776,1
3777,1
3786,1
3787,1
3799,1
3818,1
3819,1
3837,1
3838,1
3849,1
3859,1
3860,1
3876,1
3880,1
3881,1
3883,1
3885,1
3902,1
3913,1
3922,1
3923,1
3924,1
3934,1
3939,1
3942,1
3945,1
3951,1
3961,1
3964,1
3965,1
3966,1
3989,1
3990,1
3995,1
4016,1
4017,1
4026,1
4049,1
4072,1
4076,1
4090,1
4099,1
4113,1
4120,1
4152,1
4154,1
4165,1
4171,1
4180,1
4190,1
4192,1
4198,1
4208,1
4213,1
4217,1
4230,1
4236,1
4237,1
4241,1
4245,1
4252,1
4261,1
4269,1
4271,1
4294,1
4301,1
4302,1
4306,1
4307,1
4311,1
4314,1
4358,1
4366,1
4374,1
4389,1
4401,1
4408,1
4412,1
4435,1
4446,1
4449,1
4453,1
4454,1
4461,1
4462,1
4463,1
4470,1
4472,1
4484,1
4515,1
4519,1
4539,1
4551,1
4552,1
4554,1
4570,1
4576,1
4596,1
4646,1
4655,1
4660,1
4667,1
4669,1
4693,1
4702,1
4706,1
4739,1
4750,1
4767,1
4777,1
4778,1
4810,1
4813,1
4820,1
4824,1
4828,1
4831,1
4846,1
4850,1
4858,1
4883,1
4886,1
4892,1
4895,1
4922,1
4932,1
4937,1
4942,1
4948,1
4952,1
4953,1
4960,1
4961,1
4966,1
4968,1
4969,1
4972,1
4990,1
4997,1
5002,1
5003,1
5006,1
5017,1
5019,1
5037,1
5038,1
5043,1
5052,1
5069,1
5087,1
5098,1
5099,1
5101,1
5104,1
5109,1
5133,1
5134,1
5142,1
5145,1
5146,1
5150,1
5153,1
5159,1
5163,1
5164,1
5167,1
5169,1
5194,1
5200,1
5218,1
5228,1
5243,1
5244,1
5252,1
5260,1
5262,1
5263,1
5272,1
5274,1
5286,1
5288,1
5289,1
5306,1
5327,1
5338,1
5342,1
5350,1
5351,1
5354,1
5369,1
5373,1
5374,1
5376,1
5434,1
5448,1
5460,1
5465,1
5472,1
5475,1
5490,1
5512,1
5514,1
5518,1
5526,1
5535,1
5538,1
5539,1
5546,1
5551,1
5560,1
5575,1
5583,1
5596,1
5598,1
5613,1
5616,1
5618,1
5619,1
5626,1
5629,1
5634,1
5638,1
5639,1
5640,1
5670,1
5672,1
5685,1
5690,1
5703,1
5708,1
5718,1
5719,1
5734,1
5736,1
5737,1
5738,1
5739,1
5740,1
5748,1
5764,1
5765,1
5783,1
5790,1
5806,1
5811,1
5819,1
5842,1
5852,1
5856,1
5868,1
5879,1
5882,1
5906,1
5909,1
5917,1
5922,1
5938,1
5939,1
5953,1
5958,1
5963,1
5971,1
5984,1
5997,1
5999,1
6042,1
6052,1
6061,1
6075,1
6086,1
6088,1
6090,1
6093,1
6110,1
6112,1
6113,1
6119,1
6122,1
6125,1
6128,1
6138,1
6144,1
6158,1
6161,1
6173,1
6195,1
6202,1
6210,1
6228,1
6231,1
6236,1
6242,1
6243,1
6246,1
6248,1
6251,1
6255,1
6257,1
6282,1
6283,1
6310,1
6327,1
6328,1
6336,1
6340,1
6344,1
6348,1
6350,1
6352,1
6354,1
6358,1
6369,1
6371,1
6375,1
6377,1
6390,1
6408,1
6414,1
6431,1
6432,1
6435,1
6485,1
6489,1
6492,1
6494,1
6496,1
6504,1
6507,1
6514,1
6515,1
6522,1
6536,1
6540,1
6544,1
6555,1
6556,1
6568,1
6575,1
6580,1
6597,1
6600,1
6602,1
6610,1
6613,1
6627,1
6633,1
6648,1
6654,1
6655,1
6656,1
6661,1
6668,1
6670,1
6682,1
6690,1
6712,1
6713,1
6719,1
6721,1
6722,1
6723,1
6733,1
6749,1
6762,1
6773,1
6778,1
6781,1
6795,1
6799,1
6806,1
6818,1
6828,1
6833,1
6842,1
6847,1
6857,1
6859,1
6866,1
6876,1
6891,1
6901,1
6907,1
6911,1
6912,1
6913,1
6923,1
6924,1
6926,1
6930,1
6956,1
6963,1
6965,1
6981,1
7022,1
7049,1
7050,1
7052,1
7053,1
7056,1
7058,1
7066,1
7075,1
7081,1
7093,1
7099,1
7106,1
7110,1
7118,1
7126,1
7144,1
7157,1
7171,1
7174,1
7181,1
7220,1
7221,1
7235,1
7237,1
7238,1
7252,1
7253,1
7264,1
7270,1
7271,1
7274,1
7276,1
7280,1
7281,1
7282,1
7295,1
7297,1
7298,1
7299,1
7304,1
7314,1
7322,1
7333,1
7335,1
7351,1
7353,1
7374,1
7390,1
7410,1
7441,1
7447,1
7460,1
7474,1
7483,1
7485,1
7492,1
7565,1
7566,1
7574,1
7622,1
7627,1
7637,1
7638,1
7644,1
7649,1
7703,1
7726,1
7769,1
7772,1
7785,1
7786,1
7790,1
7810,1
7811,1
7812,1
7824,1
7826,1
7828,1
7832,1
7833,1
7835,1
7837,1
7838,1
7839,1
7844,1
7846,1
7872,1
7883,1
7893,1
7901,1
7915,1
7917,1
7932,1
7936,1
7981,1
7985,1
7989,1
8003,1
8014,1
8019,1
8037,1
8040,1
8057,1
8126,1
8133,1
8134,1
8137,1
8142,1
8157,1
8187,1
8203,1
8206,1
8232,1
8241,1
8253,1
8255,1
8262,1
8263,1
8267,1
8294,1
8331,1
8336,1
8360,1
8374,1
8375,1
8385,1
8397,1
8400,1
8426,1
8427,1
8447,1
8452,1
8453,1
8465,1
8484,1
8505,1
8537,1
8572,1
8574,1
8577,1
8579,1
8592,1
8606,1
8607,1
8615,1
8616,1
8619,1
8621,1
8625,1
8637,1
8663,1
8677,1
8680,1
8681,1
8685,1
8686,1
8687,1
8693,1
8694,1
8696,1
8702,1
8703,1
8710,1
8734,1
8735,1
8752,1
8753,1
8757,1
8758,1
8763,1
8767,1
8771,1
8773,1
8774,1
8787,1
8788,1
8791,1
8793,1
8794,1
8803,1
8805,1
8811,1
8812,1
8843,1
8845,1
8875,1
8876,1
8886,1
8892,1
8896,1
8922,1
8924,1
8930,1
8931,1
8932,1
8934,1
8936,1
8945,1
8961,1
8963,1
8971,1
8979,1
8990,1
8997,1
8999,1
9000,1
9001,1
9003,1
9007,1
9008,1
9009,1
9018,1
9019,1
25773,1
25783,1
25795,1
25827,1
25840,1
25868,1
25878,1
25885,1
25886,1
25898,1
25899,1
25904,1
25931,1
25941,1
25964,1
25975,1
25977,1
25995,1
26012,1
26055,1
26073,1
26082,1
26122,1
26133,1
26163,1
26225,1
26228,1
26246,1
26269,1
26270,1
26285,1
26318,1
26336,1
26413,1
26431,1
26479,1
26483,1
26662,1
26682,1
26694,1
26729,1
26743,1
26776,1
26788,1
26796,1
26811,1
26812,1
26865,1
26898,1
26903,1
26934,1
26996,1
27109,1
27186,1
27316,1
27317,1
27436,1
27456,1
27491,1
27592,1
27608,1
27627,1
27660,1
27728,1
27731,1
27797,1
27834,1
27912,1
30747,1
30803,1
30894,1
30954,1
30994,1
31032,1
31079,1
31086,1
31184,1
31193,1
31263,1
31347,1
31349,1
31364,1
31429,1
31610,1
31658,1
31660,1
31687,1
31702,1
32060,1
32074,1
32076,1
32078,1
32120,1
32124,1
32153,1
32158,1
32160,1
32162,1
32239,1
32294,1
32302,1
32333,1
32345,1
32349,1
32352,1
32387,1
32456,1
32600,1
32620,1
32646,1
32657,1
32666,1
32674,1
32743,1
32853,1
32862,1
32882,1
33134,1
33154,1
33340,1
33592,1
33675,1
33896,1
34002,1
34018,1
34148,1
34155,1
34170,1
34189,1
34338,1
34648,1
36708,1
37240,1
37287,1
37830,1
38038,1
39410,1
39427,1
39441,1
40339,1
40833,1
40946,1
40969,1
41411,1
42556,1
42632,1
42734,1
42783,1
43708,1
43869,1
43926,1
44022,1
44511,1
44653,1
44657,1
44849,1
45074,1
45412,1
45517,1
45679,1
45950,1
46194,1
47117,1
47124,1
47264,1
47274,1
47493,1
47793,1
47940,1
48061,1
48159,1
48374,1
48649,1
48741,1
48872,1
48909,1
49571,1
49817,1
50619,1
50658,1
50842,1
51562,1
51939,1
51991,1
52101,1
52352,1
52462,1
52767,1
52885,1
53121,1
53161,1
53460,1
53476,1
54272,1
54505,1
55071,1
55156,1
55159,1
55176,1
55442,1
55768,1
56015,1
56251,1
56563,1
57504,1
57690,1
57845,1
58299,1
58309,1
58351,1
58376,1
59026,1
59382,1
59655,1
59784,1
59816,1
60044,1
60069,1
60161,1
60237,1
60291,1
60336,1
60341,1
60411,1
60487,1
60530,1
60649,1
60654,1
60728,1
60735,1
60766,1
60990,1
61160,1
61236,1
61257,1
61560,1
61707,1
61724,1
61862,1
62198,1
62245,1
62254,1
62336,1
62669,1
62671,1
62801,1
62803,1
62851,1
62920,1
62956,1
62999,1
63069,1
63276,1
63647,1
63768,1
63808,1
63859,1
64116,1
64249,1
64283,1
64427,1
64900,1
64903,1
64906,1
64930,1
64942,1
64959,1
64990,1
64993,1
65091,1
3622,2
4618,2
6760,3
46559,3
7177,4
58191,5
1529,6
4255,6
5358,6
6448,6
7491,6
53,7
53,8
53,9
52413,9
974,10
2283,10
974,11
6035,11
974,12
6169,13
26350,14
1272,15
3178,16
3178,17
4407,18
2627,19
6299,19
60333,19
2627,20
6299,21
34072,22
556,23
5340,23
60674,24
1416,25
1574,25
2162,25
3638,25
3816,25
8873,25
61742,25
8873,26
5319,27
713,28
789,28
1391,28
1416,28
1574,28
1669,28
2573,28
2938,28
4468,28
4601,28
4869,28
5319,28
5607,28
6267,28
6694,28
6996,28
7138,28
8873,28
27783,28
32335,28
51314,28
58898,28
61742,28
63339,28
1416,29
3816,30
1416,31
1416,32
3816,33
1619,34
1416,35
1416,36
3816,36
1473,37
3816,38
7138,39
1473,40
2745,41
3638,41
8873,42
1619,43
8873,43
2745,44
3638,44
4601,44
37957,44
8873,45
2745,46
3638,46
6299,47
620,48
32335,48
2374,49
4825,50
6996,51
4601,52
63339,52
60201,53
1233,54
2990,54
2993,54
3638,54
3635,55
4864,56
1721,57
4864,57
6289,57
6289,58
6576,59
4939,60
3403,61
345,62
487,62
853,62
880,62
1063,62
1357,62
1419,62
1455,62
1793,62
2162,62
2471,62
2919,62
3653,62
4281,62
4563,62
4574,62
4927,62
4935,62
5784,62
6194,62
6598,62
6629,62
7782,62
26750,62
33621,62
34334,62
34536,62
40723,62
41721,62
44225,62
45183,62
2618,63
5462,63
33621,63
33621,64
33621,65
4225,66
345,67
853,67
1419,67
1793,67
4563,67
6013,67
26750,67
2336,68
34,69
120,69
181,69
342,69
345,69
504,69
853,69
1419,69
2384,69
2427,69
2801,69
2919,69
3203,69
3703,69
3704,69
4013,69
4563,69
4927,69
4933,69
5446,69
6013,69
8809,69
32954,69
34334,69
36513,69
52005,69
34,70
2384,70
6529,71
32954,72
4927,73
8809,74
39703,75
3704,76
3704,77
4563,77
4933,77
5335,77
34334,77
34334,78
4927,79
4927,80
3704,81
5030,82
3329,83
2571,84
4978,84
120,85
345,85
3703,85
36513,85
345,86
120,87
345,87
36513,88
345,89
3703,89
3703,90
32954,91
32954,92
39703,93
63853,94
63853,95
6013,96
687,97
8995,98
33410,99
342,100
46530,100
342,101
32954,102
32954,103
342,104
4225,105
2601,106
8995,107
32954,108
1858,109
33621,110
52005,110
52005,111
32954,112
181,113
181,114
44225,115
3704,116
34334,116
3704,117
687,118
3703,119
32954,120
3944,121
4563,121
46530,121
4563,122
3944,123
36513,124
4225,125
345,126
32954,127
34,128
2384,128
32954,129
32954,130
345,131
3703,131
36513,131
345,132
3703,132
52005,133
34,134
3410,135
34,136
120,136
181,136
324,136
342,136
345,136
504,136
687,136
780,136
853,136
1188,136
1357,136
1417,136
1419,136
1507,136
1516,136
1748,136
2384,136
2470,136
2571,136
2601,136
2801,136
2919,136
3127,136
3203,136
3329,136
3410,136
3944,136
3981,136
4013,136
4281,136
4308,136
4425,136
4563,136
4671,136
4877,136
4927,136
4935,136
4978,136
5081,136
5335,136
5446,136
5876,136
6013,136
6134,136
6365,136
6486,136
6520,136
6529,136
6554,136
6745,136
6885,136
6934,136
8809,136
27850,136
31698,136
34334,136
36513,136
39703,136
45183,136
46530,136
51884,136
63433,136
63853,136
2571,137
2571,138
46530,139
2919,140
324,141
4978,141
39703,142
3981,143
324,144
2571,145
31698,146
8809,147
181,148
342,148
39703,149
181,150
345,150
2571,151
4013,152
2571,153
31698,154
31698,155
181,156
324,156
342,156
4013,156
342,157
4927,158
46530,159
6554,160
345,161
1516,162
39703,163
2571,164
181,165
1748,165
2384,165
2571,165
3127,165
4308,165
5378,165
5876,165
6013,165
6365,165
6934,165
7032,165
31698,165
34334,165
46530,165
49274,165
63433,165
63853,165
853,166
2801,166
3704,166
26750,166
342,167
6134,168
39703,169
39703,170
1748,171
2571,171
3704,172
3981,172
342,173
4013,174
4281,174
36513,174
2384,175
3127,175
5081,175
6013,175
4281,176
120,177
1188,178
1507,178
1507,179
6934,180
46530,180
2571,181
3981,182
5081,182
181,183
63853,184
2919,185
1748,186
2571,186
342,187
4978,187
46530,188
345,189
6554,189
3704,190
342,191
342,192
36513,193
1188,194
181,195
2801,196
31698,196
2571,197
6365,197
46530,198
6934,199
2571,200
3127,201
39703,201
6934,202
63853,203
2571,204
46530,205
2571,206
6365,206
6934,206
39703,206
46530,206
31698,207
3704,208
181,209
342,209
345,209
1832,209
4013,209
181,210
181,211
345,211
3720,211
4013,211
6013,211
6134,211
64620,211
39703,212
46530,212
46530,213
3704,214
31698,215
1748,216
4563,216
4927,216
6134,217
181,218
6554,219
31698,220
2571,221
36513,222
2571,223
6365,224
2571,225
3981,225
5081,225
46530,226
46530,227
34334,228
46530,229
4671,230
4563,231
181,232
345,232
853,232
1419,232
1793,232
2470,232
2471,232
4563,232
6013,232
26750,232
53349,232
60471,232
345,233
853,233
1419,233
1793,233
6013,233
26750,233
345,234
53349,235
1419,236
53349,236
853,237
1419,237
63853,237
63853,238
2470,239
2470,240
60471,241
60471,242
53349,243
853,244
4563,244
1306,245
345,246
345,247
181,248
342,248
504,248
853,248
880,248
1544,248
1820,248
2087,248
2427,248
2470,248
3203,248
3300,248
4254,248
5419,248
5462,248
5784,248
6629,248
6736,248
7782,248
8578,248
34536,248
48596,248
58972,249
63853,249
63853,250
2427,251
34536,252
393,253
1429,253
48596,253
52717,253
57951,253
5419,254
57951,255
57951,256
57951,257
5419,258
48596,259
2427,260
57951,260
342,261
5419,262
2427,263
1429,264
1858,264
57951,265
342,266
393,266
1429,266
2087,266
3203,266
4265,266
4935,266
5419,266
5784,266
6736,266
44225,266
52717,266
57951,266
58975,266
5462,267
5419,268
48596,268
342,269
44225,269
3203,270
44225,270
3203,271
342,272
3203,272
57951,272
57951,273
58972,274
2470,275
4254,275
2470,276
7782,277
1429,278
5419,279
2427,280
853,281
5419,282
58975,282
2087,283
3300,283
4254,283
5419,283
5784,283
6629,283
6736,283
44225,283
48596,283
52717,283
57951,283
58972,283
58975,283
44225,284
1507,285
2427,285
7782,285
57951,285
58972,285
63853,286
342,287
3300,287
44225,287
1820,288
8578,289
120,290
345,290
1306,290
1357,290
1419,290
1486,290
1832,290
1913,290
3300,290
3704,290
3811,290
3981,290
4927,290
5402,290
5446,290
5747,290
6013,290
6402,290
6583,290
26810,290
34334,290
40723,290
41721,290
120,291
1357,291
1486,291
1832,291
1913,291
3811,291
4927,291
5402,291
5446,291
5747,291
6402,291
26810,291
40723,291
41721,291
55110,291
1913,292
1357,293
41721,294
1357,295
5747,296
120,297
1357,297
41721,298
1357,299
1357,300
1357,301
1357,302
5747,303
1357,304
26810,304
1832,305
41721,305
1486,306
6402,306
55110,306
41721,307
1832,308
1832,309
1913,310
1832,311
40723,312
5747,313
3300,314
3704,314
3981,314
6402,314
3811,315
3811,316
3811,317
3811,318
3811,319
3811,320
3811,321
1913,322
1913,323
3811,323
55110,324
1357,325
1387,325
5747,325
40723,325
55110,325
5747,326
345,327
1306,327
3300,327
3704,327
3981,327
6013,327
6402,327
6583,327
3300,328
3704,328
6013,328
3300,329
3704,329
3981,329
6402,329
345,330
3704,330
345,331
345,332
1387,333
1832,334
5747,335
5747,336
5747,337
5747,338
55110,339
1419,340
3127,340
3811,340
4927,340
5446,340
5747,340
34334,340
40723,340
5747,341
40723,342
1357,343
1357,344
41721,345
4927,346
3127,347
40723,347
1357,348
1357,349
1419,350
55110,351
55110,352
55110,353
55110,354
55110,355
55110,356
55110,357
55110,358
55110,359
41721,360
41721,361
41721,362
41721,363
41721,364
41721,365
1419,366
5446,367
5747,367
41721,368
41721,369
41721,370
3811,371
3811,372
1913,373
5446,374
1913,375
1913,376
4927,377
41721,378
41721,379
41721,380
41721,381
345,382
3300,382
3704,382
6013,382
5446,383
41721,384
41721,385
1913,386
3811,386
5446,387
1832,388
1832,389
1832,390
26810,391
5446,392
41721,393
5747,394
1832,395
5747,395
26810,395
41721,395
55110,395
1832,396
1832,397
1832,398
26810,398
1832,399
26810,400
41721,401
41721,402
26810,403
1832,404
41721,405
41721,406
1832,407
26810,407
5747,408
40723,409
5747,410
1832,411
5747,412
1832,413
3811,414
3811,415
3811,416
40723,417
55110,418
26810,419
40723,419
41721,419
3811,420
3811,421
1387,422
1913,423
1913,424
1913,425
26810,426
26810,427
26810,428
41721,429
41721,430
2801,431
853,432
1913,432
3702,432
4535,432
7372,432
26750,432
51077,432
60471,432
26750,433
51077,434
7372,435
58367,436
3702,437
7372,438
868,439
2618,439
58367,440
58367,441
4535,442
3702,443
7372,443
868,444
4251,445
5128,446
1429,447
1805,448
522,449
51077,450
3702,451
55110,452
1805,453
2137,454
2137,455
2137,456
7372,457
3702,458
3702,459
1805,460
3702,460
51077,460
7372,461
7372,462
7372,463
3702,464
58367,465
4534,466
4535,466
58367,467
853,468
868,468
1428,468
1455,468
1493,468
1805,468
1858,468
2137,468
2618,468
4070,468
4101,468
4225,468
4251,468
4254,468
4281,468
4540,468
4935,468
5128,468
6194,468
6486,468
6508,468
7372,468
26750,468
32954,468
33410,468
51077,468
60046,468
60471,468
61312,468
62721,468
2137,469
1805,470
4540,470
51077,470
4225,471
4540,472
51077,473
5128,474
2618,475
4540,476
51077,477
60046,478
62721,479
7372,480
2137,481
1493,482
5128,483
62721,484
1429,485
2137,486
60471,486
33410,487
51077,488
1493,489
2137,490
522,491
1805,491
51077,492
5128,493
1493,494
4101,495
5128,496
51077,497
5128,498
2618,499
2618,500
1805,501
2137,501
3702,501
33410,502
4535,503
1805,504
1913,505
1805,506
3702,507
1493,508
522,509
4429,510
1805,511
3702,512
4535,513
1805,514
5128,515
5128,516
1585,517
1455,518
3702,519
5128,520
1455,521
2137,522
3702,523
5128,524
2618,525
3702,526
3702,527
26750,528
5128,529
1805,530
1913,530
1913,531
1913,532
1913,533
6529,534
60471,535
4935,536
4935,537
5446,538
5677,538
6938,538
40723,538
3703,539
3703,540
6261,541
5446,542
63853,543
63853,544
63853,545
63853,546
5446,547
6261,547
7167,547
7167,548
7167,549
7167,550
5446,551
7167,551
40723,552
40723,553
3419,554
4005,554
5507,554
5789,554
26791,554
42732,554
63113,554
32375,555
8367,556
552,557
32375,558
32375,559
4005,560
26791,561
2493,562
8367,563
552,564
8769,565
552,566
7954,566
8769,567
7954,568
8769,568
552,569
8769,569
552,570
552,571
32354,572
32354,573
1083,574
3230,574
3612,574
1035,575
6006,576
1035,577
6808,578
2946,579
2946,580
3204,580
3612,580
5187,580
6808,580
1035,581
1035,582
6808,583
1035,584
1035,585
6808,585
1035,586
32062,587
6808,588
60137,589
4531,590
6078,591
32375,592
42732,593
33903,594
6226,595
5507,596
1619,597
5880,598
989,599
8682,600
8291,601
5880,602
27857,602
58439,603
7336,604
7336,605
6808,606
60137,607
1035,608
7336,609
215,610
552,610
1212,610
1225,610
1562,610
1616,610
2074,610
2493,610
2686,610
2880,610
3204,610
3576,610
4005,610
4346,610
4716,610
5269,610
5789,610
6078,610
6541,610
7808,610
7945,610
8207,610
8367,610
8780,610
26096,610
27513,610
32354,610
52666,610
58303,610
59290,610
60137,610
61816,610
1212,611
5124,612
59290,613
59290,614
4005,615
1225,616
4005,617
4005,618
8769,618
1212,619
5269,620
1212,621
4005,622
1212,623
4005,624
1212,625
4005,626
8207,626
4005,627
4005,628
8207,628
4005,629
215,630
1212,630
1212,631
4005,632
59290,633
3204,634
1212,635
4005,636
26096,637
4005,638
45880,639
2074,640
4005,640
4005,641
249,642
989,643
63113,644
63113,645
63113,646
8969,647
3082,648
3082,649
4715,649
3082,650
618,651
1216,651
1556,651
2946,651
2989,651
2993,651
3082,651
3635,651
4124,651
4201,651
5435,651
5467,651
5796,651
7569,651
8968,651
26187,651
27822,651
37853,651
57951,651
593,652
5467,653
1426,654
1019,655
2989,655
2993,655
3635,655
5467,655
5796,655
5796,656
2993,657
3635,657
5796,657
5796,658
5796,659
5796,660
1019,661
2993,661
711,662
1019,662
1085,662
2100,662
2407,662
2993,662
3635,662
5467,662
5796,662
37853,662
2993,663
5467,663
5467,664
5796,665
5796,666
2993,667
5467,667
2993,668
5467,668
2993,669
5467,669
2993,670
2993,671
5467,672
2993,673
5467,673
2993,674
5796,674
2993,675
5467,676
8968,677
2993,678
2993,679
2993,680
2993,681
2993,682
2993,683
2993,684
1019,685
2100,685
2407,685
2989,685
2993,685
5467,685
5467,686
2993,687
2993,688
5796,688
2993,689
5796,689
5796,690
8968,691
2993,692
2993,693
2993,694
2993,695
2993,696
5467,697
2993,698
5467,698
2993,699
2993,700
2993,701
2993,702
2993,703
2993,704
2993,705
2993,706
1348,707
4074,707
59478,708
82,709
2928,709
3010,709
4384,709
4731,709
6622,709
701,710
202,711
2831,712
8153,713
701,714
1117,714
1860,714
2758,714
2831,714
3266,714
5223,714
59295,714
63222,714
65037,714
5223,715
1117,716
9010,716
63222,717
2831,718
7151,718
65037,719
2831,720
202,721
1497,721
1860,721
4694,721
27828,721
4694,722
4694,723
4926,724
701,725
1860,725
65037,725
5223,726
4364,727
5223,727
5286,728
3266,729
65037,730
2831,731
3266,732
65037,733
701,734
701,735
2831,736
2831,737
1533,738
9010,738
1533,739
3010,739
6008,739
44937,739
1117,740
1117,741
44937,742
1117,743
1117,744
2831,745
57669,745
65037,745
701,746
2734,747
4842,747
2734,748
4842,748
4842,749
2734,750
2734,751
26616,752
86,753
4880,753
7082,753
7569,753
365,754
31900,754
365,755
64501,756
1574,757
8980,758
1383,759
63187,760
1670,761
2931,761
4575,761
52413,761
4575,762
4575,763
7491,764
35015,764
1499,765
1574,765
3638,765
5346,765
6764,765
7448,765
8201,765
2970,766
5932,766
1499,767
2970,767
3638,767
5932,767
2970,768
5932,768
2970,769
5932,769
2970,770
5932,770
1499,771
2970,771
3638,771
5932,771
2970,772
5932,772
2970,773
5932,773
2970,774
5932,774
2970,775
5932,775
2970,776
5932,776
6299,777
2370,778
3909,779
5346,779
26616,779
5314,780
5314,781
49528,782
2357,783
5314,784
4524,785
31011,785
31011,786
26616,787
33150,788
4524,789
2357,790
2370,791
2370,792
8201,792
2370,793
5643,793
2745,794
3638,794
1731,795
889,796
2745,796
3638,796
37957,796
3638,797
2745,798
3638,798
5643,799
26616,799
2370,800
2370,801
2357,802
3638,802
3638,803
2370,804
2370,805
2357,806
682,807
1759,807
2259,807
2370,807
2371,807
3567,807
3638,807
4179,807
4524,807
5180,807
5251,807
5346,807
6016,807
6534,807
6869,807
7088,807
7448,807
8976,807
31011,807
33150,807
49528,807
55721,807
3638,808
2357,809
6016,810
6534,811
6534,812
3638,813
3638,814
49528,814
27797,815
3638,816
1759,817
3638,818
3638,819
3638,820
3638,821
3638,822
27797,823
2370,824
55726,825
55726,826
6955,827
6955,828
7459,828
55726,828
4179,829
7459,830
4179,831
6786,832
6786,833
4179,834
49528,835
49528,836
2357,837
2357,838
2357,839
2357,840
2357,841
2357,842
2357,843
682,844
682,845
5682,846
8982,846
27735,846
51678,846
58783,847
3357,848
665,849
3357,849
59594,849
665,850
3357,850
4272,850
5542,850
5682,850
48142,850
52591,850
56156,850
59594,850
56156,851
56156,852
56156,853
56156,854
56156,855
3357,856
48142,856
56156,856
59594,856
56156,857
56156,858
55603,859
3357,860
4272,860
1574,861
4144,861
4367,861
8534,861
64957,861
6326,862
6326,863
6326,864
6326,865
8534,865
8534,866
4367,867
8852,867
6991,868
6991,869
1807,870
2162,870
2888,870
3042,870
3635,870
4355,870
4823,870
5663,870
5880,870
5989,870
6299,870
6927,870
7375,870
7645,870
8361,870
27746,870
27841,870
34534,870
42681,870
46347,870
47465,870
52606,870
53468,870
33,871
266,871
808,871
1266,871
1582,871
1615,871
2067,871
2640,871
2737,871
2932,871
3037,871
3286,871
3624,871
5665,871
6617,871
27746,871
